region,lat,long,node_id
CA,37.46866188310803,-122.43012082319957,HLFMNBY_6_N004
CA,37.46866188310803,-122.43023917680044,HLFMNBY_6_N101
PGE,45.490832999982246,-122.64114114061705,HLGT_LNODEBR4
PGE,45.490832999982246,-122.64126885938296,HLGT_LNODEBR5
CA,40.78280899998469,-124.11235828329228,HMBLDTB_1_N08
CA,40.78280899998469,-124.11247771670773,HMBLTBY_6_N003
CA,40.782876999984666,-124.18064228322643,HMBUNIT1_7_GN010
CA,40.782876999984666,-124.18076171677357,HMBUNIT2_7_GN010
PGE,45.5507,-122.495166,HMLK_LNODEWR1
CA,35.034432,-117.70250166,HOLGATE_1_N004
CA,36.862728962246265,-121.40586766,HOLLISTR_1_N001
CA,36.86264801886252,-121.40580858969733,HOLLISTR_1_N004
CA,36.86264801886252,-121.40592541030267,HOLLISTR_1_N101
CA,37.83,-119.9966,HOLM1_7_B1
CA,37.86,-120.066,HOLM2_7_B1
CA,38.96,-122.8466,HOMEGRND_1_N001
CA,38.94,-122.8566,HOMEPROC_1_N001
CA,39.320099,-121.59528966,HONCUT_1_N001
CA,41.056514,-123.68225266,HOOPA_6_N001
CA,38.744281999985915,-121.16156545871567,HORSESHE_1_N001
CA,38.744281999985915,-121.16168054128434,HORSESHE_1_N002
CA,38.972898,-123.08113466,HPLNDJT_6_N001
PGE,45.61256,-122.79682966,HRBT_LNODEWR3
CA,40.858611,-121.76583366,HRIDGEGT_6_GN001
PGE,45.43029999998223,-122.60167420196285,HRMY_LNODEWR1
PGE,45.43029999998223,-122.60180179803714,HRMY_LNODEWR2
PGE,45.50893,-122.65749466,HRSN_LNODEWR1
LADWP,34.487,-118.51466,HSK_LA_LNODEKSS
PGE,45.482479999982196,-122.85118614937147,HUBR_LNODEWR1
PGE,45.482479999982196,-122.85131385062854,HUBR_LNODEWR2
CA,33.646104,-117.97764266,HUNT1G_7_B1
CA,33.64610399995311,-117.97753404459905,HUNT1G_7_N002
CA,33.646014129707815,-117.97753404471173,HUNT2G_7_B1
CA,33.645950581890766,-117.97761038065147,HUNT2G_7_N002
CA,33.64593538463594,-117.97771678113635,HUNT3G_7_B1
CA,33.64596651133317,-117.97781805443614,HUNT3G_7_N002
CA,33.64603205539889,-117.97789191461878,HUNT4G_7_B1
CA,33.646116990569396,-117.97792719657157,HUNT4G_7_N002
CA,36.18146,-120.03066966,HURONGEN_7_ND002
CA,36.185797,-120.10453566,HURON_6_N001
LADWP,34.088090251059334,-118.34689102435425,HWD_SUB_LNODEONA
LADWP,34.0879097488445,-118.34689102458658,HWD_SUB_LNODEONB
LADWP,34.0879097488445,-118.34710897541342,HWD_SUB_LNODEONC
LADWP,34.088090251059334,-118.34710897564575,HWD_SUB_LNODEOND
CA,39.54,-121.4666,HYATT1_7_B1
CA,39.55,-121.4766,HYATT2_7_B1
CA,39.51,-121.4966,HYATT3_7_B1
CA,39.51,-121.5166,HYATT4_7_B1
CA,39.54,-121.4966,HYATT5_7_B1
CA,39.53,-121.4966,HYATT6_7_B1
CA,39.54,-121.4766,HYATT_2_N212
PGE,45.625619999982156,-122.7038699863564,HYDN_LNODEWR1
PGE,45.625619999982156,-122.70399801364367,HYDN_LNODEWR2
CA,37.3299999999864,-121.7399432068908,IBM-CTLE_1_N001
CA,37.3299999999864,-121.74005679310926,IBM-CTLE_1_N002
CA,37.339999999986375,-121.7399431955302,IBM-HRRS_1_N001
CA,37.339999999986375,-121.74005680446983,IBM-HRRS_1_N101
CA,33.88058108071875,-118.17506849526805,ICEGEN_7_B1
CA,38.277222,-120.91444466,IENERGY_7_B1
CA,38.07555099998604,-122.53988963563219,IGNACIO_1_N028
CA,38.07555099998604,-122.54000436436783,IGNACIO_1_N102
CA,38.001509,-122.06673966,IMHOFF_1_N001
CA,32.58332899998902,-117.09716179037093,IMPRLBCH_6_N001
CA,32.58332899998902,-117.09726820962906,IMPRLBCH_6_N004
CA,39.078066,-122.53162566,INDIANV_7_B1
CA,33.75822999998817,-116.36079489140165,INDIANW_1_N001
CA,33.75822999998817,-116.36090310859835,INDIANW_1_N005
CA,33.9103771069225,-116.5452754257766,INDIGOG1_7_B1
CA,33.91019689298233,-116.54527542600617,INDIGOG2_7_B1
CA,33.91019689298233,-116.54549257399384,INDIGOG3_7_B1
CA,37.66547,-119.84133166,INDNFLT_6_N001
PGE,45.01321399998241,-123.00101950866552,INDN_LNODEWR1
PGE,45.01321399998241,-123.00114649133457,INDN_LNODEWR2
CA,37.83,-121.1766,INGRMC_1_N001
CA,33.742641999988216,-117.17163390972587,INLANDG1_7_N002
CA,33.742641999988216,-117.17174209027415,INLANDG2_7_N002
CA,37.059424,-121.1948266,INTLTUR_6_B1
LADWP,39.509731,-112.5801866,INT_GNODE1
LADWP,39.50973099994225,-112.58006388919469,INT_GNODE2
LADWP,39.50964141853529,-112.58006388934437,INT_LNODE1AUX
LADWP,39.50957807496767,-112.58014599200736,INT_LNODE2AUX
LADWP,39.50956292655171,-112.58026043038042,INT_LNODEBKK
LADWP,39.509593953185416,-112.58036935425653,INT_LNODEBKL
LADWP,39.50965928656619,-112.58044879416586,INT_LNODEDWP
LADWP,39.509743948741665,-112.5804867415292,INT_LNODEISO
LADWP,39.509833396363724,-112.58048039815361,INT_LNODELDL
LADWP,39.509915336646415,-112.58043347428486,INT_LNODEOSS
LADWP,39.50998052315382,-112.58035383156253,INT_LNODEURB
CA,35.65261399998741,-117.79478579202694,INYOKERN_1_N001
CA,35.65261399998741,-117.79489620797308,INYOKERN_1_N008
CA,34.16,-115.1266,IRONMTN_2_N001
PGE,45.43134299998227,-122.64013620094674,ISLD_LNODEWR1
PGE,45.43134299998227,-122.64026379905327,ISLD_LNODEWR2
CA,37.665987,-121.83101166,IUKA_6_N001
CA,39.582923,-122.01064566,JACINTO_6_N001
CA,32.74419958253376,-116.95713249275732,JAMACHA_6_CN7
CA,32.744020417376156,-116.95713249297157,JAMACHA_6_N001
CA,32.744020417376156,-116.95734550702849,JAMACHA_6_N006
CA,32.74419958253376,-116.95734550724269,JAMACHA_6_N015
CA,38.205743,-122.14753966,JAMESON_1_N001
CA,40.905394259900845,-124.07257366,JANSCRK_6_N001
CA,40.90531287003298,-124.07251082627286,JANSCRK_6_N003
CA,33.37433999998846,-117.55464431763252,JAPMESA_6_N001
CA,33.37433999998846,-117.55475168236748,JAPMESA_6_N007
CA,37.59572442721241,-122.01803387245576,JARVIS_1_N014
CA,37.595543572677634,-122.01803387273314,JARVIS_1_N016
CA,37.595543572677634,-122.01826212726688,JARVIS_1_N017
CA,37.59572442721241,-122.01826212754426,JARVIS_1_N101
CA,40.99222199998452,-121.97494010570267,JBBLACK1_7_B1
CA,40.99222199998452,-121.97505989429746,JBBLACK2_7_B1
CA,36.22245499998718,-119.7797765053063,JCBSCRNR_6_N001
CA,36.22245499998718,-119.77988749469371,JCBSCRNR_6_N003
CA,37.769999999986226,-122.25994279875593,JENNY_1_N001
CA,37.769999999986226,-122.26005720124408,JENNY_1_N008
CA,40.470902,-122.33118866,JESSUP_1_GN001
CA,40.462102,-122.32806166,JESSUP_1_N001
PGE,45.39113199998224,-122.61221823910104,JLDG_LNODEWR1
PGE,45.39113199998224,-122.61234576089896,JLDG_LNODEWR2
CA,38.19,-122.4766,JMSCNPMP_1_N001
CA,33.71362395818503,-117.85257666,JOHANNA_2_N001
CA,33.71354302089469,-117.85251982319096,JOHANNA_2_N007
CA,33.71354302089469,-117.85263217680905,JOHANNA_2_N013
CA,36.013308,-121.16763566,JOLON_6_N001
CA,37.36244,-120.62829566,JRWDGEN_1_N001
CA,37.37,-120.6466,JRWOOD_1_N001
CA,37.801185,-121.6416166,JVENTER_2_N001
CA,36.58,-120.5266,KAMM_1_N001
CA,39.439999999985574,-121.38994201903364,KANAKA_1_N001
CA,39.439999999985574,-121.39005798096639,KANAKA_1_N003
CA,36.22624,-119.83415266,KANSASGN_7_N002
CA,36.217013537372516,-121.12668201946029,KCTYPKER_7_B1
CA,36.704357999986875,-119.88278399673257,KEARNEY_6_N001
CA,36.704357999986875,-119.88289600326743,KEARNEY_6_N099
CA,32.832849999988746,-117.13199871171015,KEARNEY_7_N001
CA,32.832849999988746,-117.13210528828985,KEARNEY_7_N003
CA,37.797722,-121.60159166,KELSO_2_N001
CA,37.07981813101436,-119.48565702496887,KERCK1G1_7_B2
CA,37.07963786887853,-119.48565702523743,KERCK1G2_7_B1
CA,37.07963786887853,-119.48588297476257,KERCK1G3_7_B1
CA,37.07981813101436,-119.4858829750312,KERCKHOF_7_B1
CA,36.69205999998684,-120.05918901200307,KERMAN_6_N001
CA,36.69205999998684,-120.05930098799692,KERMAN_6_N002
CA,35.515556,-119.0466,KERNFRNT_7_B1
CA,35.44070999998741,-119.02061483035584,KERNOIL_1_N001
CA,35.44070999998741,-119.02072516964418,KERNOIL_1_N012
CA,35.37980096994444,-119.09798466,KERNPWR_1_N002
CA,35.37972001501422,-119.09792667452028,KERNPWR_1_N201
CA,35.48320899998747,-119.76358482417542,KERNRDGE_1_N001
CA,35.48320899998747,-119.76369517582458,KERNRDGE_1_N003
CA,35.37972001501422,-119.09804132547974,KERNRV_1_N001
CA,35.400666,-119.03560366,KERNWATR_1_N001
CA,40.623725,-122.46202766,KESWICK_6_N001
CA,36.044075,-120.11269666,KETTLEMN_6_N001
CA,32.733172,-117.17377466,KETTNER_6_N001
CA,36.21683446252504,-121.1266820197143,KINGCTY_6_N001
CA,36.21683446252504,-121.12690398028576,KINGCTY_6_N002
CA,36.217013537372516,-121.12690398053972,KINGCTY_6_N005
CA,36.48869063297857,-119.58234525016938,KINGSBRG_1_N001
CA,36.48861299994815,-119.58228950045047,KINGSBRG_1_N008
CA,36.488535366995606,-119.58234525028112,KINGSBRG_7_N002
CA,36.488535366995606,-119.5824567497189,KINGSBRG_7_N003
CA,36.48861299994815,-119.58251249954952,KINGSBUR_7_B1
CA,36.48869063297857,-119.58245674983064,KINGSRIV_7_B1
CA,38.0212542075842,-121.90584466,KIRKER_1_N001
CA,38.02117289619287,-121.90578440854696,KIRKER_1_N005
CA,38.02117289619287,-121.90590359145304,KIRKER_1_N006
PGE,45.50564199998226,-122.5631761248668,KLBT_LNODEWR1
PGE,45.50564199998226,-122.56330387513323,KLBT_LNODEWR2
PGE,45.63950699998213,-122.76071596907016,KLPT_LNODEWR1
PGE,45.63950699998213,-122.76084403092986,KLPT_LNODEWR2
PGE,45.267503602225176,-122.72169566,KNBR_LNODECS1
PGE,45.39565299998226,-122.80040423491509,KNGC_LNODEWR1
PGE,45.39565299998226,-122.80053176508491,KNGC_LNODEWR2
CA,38.809281,-121.7451566,KNGHTSLD_1_N001
CA,38.9325,-122.74108566,KONOCTI6_6_N001
CA,34.99008799998758,-117.54259890248717,KRAMER_1_N001
CA,32.699023999988746,-116.35384023891211,KUMEYAAY_7_N001
CA,32.819776,-117.14036266,KYOCERA_6_N001
CA,33.86979104273171,-118.3331966,LAFRESA_6_N001
CA,33.869709978621295,-118.33313363244312,LAFRESA_6_N003
CA,33.869709978621295,-118.33324636755688,LAFRESA_6_N007
CA,33.49498074466377,-117.70295838393929,LAGNANL_1_N001
CA,33.494801255243225,-117.7029583841624,LAGNANL_1_N002
CA,33.494801255243225,-117.70317361583761,LAGNANL_1_N005
CA,33.49498074466377,-117.70317361606071,LAGNANL_1_N006
CA,33.975996097823064,-118.1479466,LAGUBELL_6_N001
CA,33.97591495107552,-118.14788350459531,LAGUBELL_6_N005
CA,33.97591495107552,-118.14799649540468,LAGUBELL_6_N210
CA,36.748942999986895,-121.60530194075191,LAGUNATP_6_N001
CA,36.748942999986895,-121.60541405924809,LAGUNITS_6_N001
CA,32.840121999988746,-117.27517670850456,LAJOLLA_6_N001
CA,32.840121999988746,-117.27528329149547,LAJOLLA_6_N007
CA,35.093678,-119.1013966,LAKEVIEW_6_N101
CA,38.251505,-122.58069266,LAKEVLLE_1_N001
CA,37.909008286572075,-122.05701271293043,LAKEWOOD_1_N001
CA,37.90892999994441,-122.05695542598275,LAKEWOOD_1_N003
CA,37.90885171340006,-122.05701271305233,LAKEWOOD_1_N004
CA,37.90885171340006,-122.05712728694769,LAKEWOOD_1_N006
CA,37.90892999994441,-122.05718457401727,LAKEWOOD_1_N007
CA,37.909008286572075,-122.05712728706959,LAKEWOOD_1_N009
CA,38.221667,-121.86777866,LAMBGT1_7_B1
CA,35.296667999987505,-118.86162984910736,LAMONT_1_N001
CA,35.296667999987505,-118.86174015089267,LAMONT_1_N002
CA,35.295166,-119.59203566,LAPLMG1_7_B2
CA,35.29516599994997,-119.59192469860038,LAPLMG1_7_N001
CA,35.29507597345422,-119.59192469872306,LAPLMG2_7_B2
CA,35.2950123151544,-119.59200269352938,LAPLMG2_7_N001
CA,35.29499709147608,-119.59211140620917,LAPLMG3_7_B2
CA,35.29502827228419,-119.59221488028865,LAPLMG3_7_N001
CA,35.29509393029799,-119.59229034554535,LAPLMG4_7_B2
CA,35.29517901313358,-119.59232639423358,LAPLMG4_7_N001
CA,32.600973,-115.6276166,LAROA1_2_N001
CA,36.8,-119.6966,LASPALMS_1_N001
CA,33.31288499998846,-117.46694237728786,LASPLGS_6_N001
CA,33.31288499998846,-117.46704962271215,LASPULGS_6_N001
CA,40.297222,-121.01722266,LASSEN_6_N003
CA,36.47781599998705,-121.72689226195537,LAURELES_6_N001
CA,37.39729735662451,-122.01001226415195,LAWRENCE_1_N001
CA,37.39711664326654,-122.0100122644262,LAWRENCE_1_N003
CA,37.39711664326654,-122.01023973557386,LAWRENCE_1_N004
CA,37.39729735662451,-122.01023973584806,LAWRENCE_1_N006
CA,33.818769974370746,-118.22236564017184,LBEACH1G_7_N001
CA,33.8187063167147,-118.22244226216476,LBEACH2G_7_N001
CA,33.818691093192,-118.22254906136247,LBEACH2G_7_N002
CA,33.818722273689396,-118.22265071416254,LBEACH3G_7_N001
CA,33.81878793104394,-118.22272485112205,LBEACH4G_7_N001
PGE,45.19051,-122.58369466,LBRL_LNODEBR1
PGE,44.89746999998243,-123.05347956787895,LBRT_LNODEWR1
PGE,44.89746999998243,-123.05360643212104,LBRT_LNODEWR2
CA,34.000751,-118.37840866,LCIENEGA_6_N001
CA,37.25,-121.7766,LECEFGT1_7_B1
CA,37.43085,-121.95299966,LECEFST1_7_B1
CA,37.184412,-120.27346366,LEGRAND_1_N001
CA,36.30998799998711,-119.79822042969917,LEMOORE_6_N002
CA,36.30998799998711,-119.79833157030086,LEMOORE_6_N101
CA,37.748396,-121.4157666,LEPRINO_1_N001
CA,35.50010399998744,-119.15188082156193,LERDO_1_N001
CA,35.50010399998744,-119.15199117843808,LERDO_1_N004
CA,33.25325899998847,-117.08580343192693,LILAC_6_N001
CA,33.25325899998847,-117.08591056807307,LILAC_6_N010
CA,38.63382790998426,-120.97966266,LIMESTNE_6_N001
CA,38.63374704499266,-120.9796022326773,LIMESTNE_6_N005
CA,38.016891,-121.09587566,LINDEN_6_N101
CA,33.88040091918611,-118.17506849549717,LITEHIPE_6_N001
CA,33.88040091918611,-118.17528550450285,LITEHIPE_6_N006
CA,33.88058108071875,-118.17528550473196,LITEHIPE_6_N008
CA,34.616705,-117.91577766,LITTLERK_6_N016
CA,37.68013099998621,-121.78059286544908,LIVERMRE_6_N001
CA,37.68013099998621,-121.78070713455092,LIVERMRE_6_N003
CA,37.36332499998639,-120.76036816934959,LIVNGSTN_1_N001
CA,37.36332499998639,-120.76048183065043,LIVNGSTN_6_N001
CA,37.006958040367174,-121.55739166,LLAGAS_1_N001
CA,37.00687697980194,-121.55733239433584,LLAGAS_1_N003
CA,37.00687697980194,-121.55744960566416,LLAGAS_1_N005
PGE,45.037,-122.79466,LLDD_LNODEDLD
PGE,45.29139,-122.564266,LLND_LNODEBR1
CA,38.030625,-121.89678366,LMEC1_1_N001
CA,38.03062499994427,-121.89666830800388,LMEC1_1_N101
CA,38.0305346591732,-121.89666830814532,LMEC1_1_N601
CA,38.03047077865233,-121.89674940756282,LMEC1_1_N801
CA,38.03045550182725,-121.89686244757443,LMECCT1_7_B1
CA,38.0304867914731,-121.89697004046927,LMECCT1_7_N001
CA,38.030552678679065,-121.89704850966315,LMECCT2_7_B1
CA,38.03063805852326,-121.89708599331652,LMECCT2_7_N001
CA,38.03072826437463,-121.89707972743696,LMECST1_7_B1
CA,38.03081089924409,-121.89703337694176,LMECST1_7_N001
CA,34.6,-120.3966,LMPC-CTY_1_N001
PGE,45.47642999998223,-122.55827015565404,LNTS_LNODEBK1
PGE,45.47642999998223,-122.55839784434596,LNTS_LNODEWR3
CA,38.136356,-121.14877566,LOCKFORD_7_N003
CA,37.409054,-122.0321366,LOCKHD1_1_N001
CA,37.416224,-122.03065566,LOCKHD2_1_N001
CA,38.72860599998584,-121.3029965366268,LODI25CT_7_B1
CA,39.53955399998549,-122.2627729111241,LOGANCR_2_N001
CA,39.53955399998549,-122.26288908887592,LOGANCR_2_N010
CA,37.511676999986356,-122.20756301431467,LONESTAR_1_N001
CA,37.3939352129738,-122.11473566,LOSALTS_6_N004
CA,37.393853893498445,-122.11467590496157,LOSALTS_6_N005
CA,37.393853893498445,-122.11479409503846,LOSALTS_6_N101
CA,32.85981772690813,-116.89926366,LOSCCHS_6_N001
CA,32.85973713653372,-116.89920760858072,LOSCOCHS_6_N001
CA,32.85973713653372,-116.89931839141927,LOSCOCHS_6_N034
CA,37.226423999986494,-121.97722832893687,LOSGATS_6_N002
CA,37.226423999986494,-121.97734167106313,LOSGATS_6_N201
CA,36.293864,-121.2000766,LOSOSTS_6_N001
CA,32.796957,-116.79225866,LOVELAND_6_N001
CA,40.4327289999849,-123.47220368717633,LOWGAP_7_N001
CA,40.4327289999849,-123.47232231282366,LOWGAP_7_N002
CA,37.360660999986344,-122.0999341723168,LOYOLA_6_N001
CA,37.360660999986344,-122.10004782768324,LOYOLA_6_N004
CA,40.90531287003298,-124.07263517372719,LPFLKBD_6_N001
CA,40.82,-124.18472266,LPSAMOA_7_N002
CA,38.022339207228725,-122.53797866,LSGLLNS_1_N001
CA,38.0222578963706,-122.53791840805536,LSGLLNS_1_N002
CA,38.0222578963706,-122.53803759194464,LSGLLNS_1_N003
CA,37.700982436898656,-121.73360569835381,LSPSTAS_2_N001
CA,37.70080156299109,-121.73360569863273,LSPSTAS_2_N002
CA,37.70080156299109,-121.73383430136737,LSPSTAS_2_N010
CA,37.700982436898656,-121.73383430164618,LSPSTAS_2_N011
CA,35.785755,-119.86613866,LSTHLLS_6_N001
CA,39.110189,-122.8129866,LUCERNE_1_N001
CA,39.11,-122.8166,LUCERNE_1_N004
CA,36.65,-120.7366,LUIS#3_1_N001
CA,36.72,-120.7566,LUIS#5_1_N001
CA,35.34,-117.1366,LUZ8G_7_B1
CA,35.35,-117.0966,LUZ9G_7_B1
CA,37.721862,-121.39085866,LYOTH-SP_6_N001
CA,39.684962,-123.47697966,LYTNVLLE_6_N001
CA,37.36089599998639,-121.8639551720548,MABURY_1_N001
CA,37.36089599998639,-121.86406882794523,MABURY_6_N001
CA,38.67073989103906,-121.96913866,MADISON_1_N002
CA,38.67065905446531,-121.96907822288887,MADISON_1_N201
CA,35.36215899998747,-118.92373215922744,MAGUNDEN_1_N002
CA,38.385820999985995,-121.77582145519018,MAINE-PR_6_N001
PGE,45.52272871870385,-122.95900766,MAIN_PGE_LNODEBR1
PGE,45.52264814062883,-122.95894059984114,MAIN_PGE_LNODEBR2
PGE,45.52264814062883,-122.95907340015887,MAIN_PGE_LNODEBR3
CA,36.69415479048744,-119.72474601890697,MALAGA_1_N001
CA,36.69397520940774,-119.72474601916853,MALAGA_1_N004
CA,36.69397520940774,-119.72496998083147,MALAGA_1_N005
CA,36.69415479048744,-119.72496998109304,MALAGA_1_N206
CA,41.135,-121.12777866,MALCHA_7_B1
CA,37.23,-119.3566,MAMOTH1G_7_B1
CA,37.23,-119.3366,MAMOTH2G_7_B1
CA,36.78803392229639,-119.78748866,MANCHSTR_1_N001
CA,36.787953038837564,-119.78742968988868,MANCHSTR_1_N002
CA,36.787953038837564,-119.78754631011132,MANCHSTR_1_N005
CA,34.20752222819712,-119.2489613872941,MANDLY1G_7_B1
CA,34.207443999951565,-119.24890677468957,MANDLY1G_7_N002
CA,34.20736577177866,-119.24896138739548,MANDLY2G_7_B1
CA,34.20736577177866,-119.24907061260454,MANDLY2G_7_N002
CA,34.207443999951565,-119.24912522531045,MANDLY3G_7_B1
CA,34.20752222819712,-119.24907061270592,MANDLY3G_7_N001
CA,37.80151542742815,-121.22356755493874,MANTECA_1_N001
CA,37.80133457246114,-121.22356755521896,MANTECA_1_N002
CA,37.80133457246114,-121.22379644478104,MANTECA_1_N012
CA,37.80151542742815,-121.22379644506128,MANTECA_1_N013
CA,34.53,-120.4366,MANVILLE_1_N001
CA,33.55007578845692,-117.62798626281774,MARGARTA_1_N001
CA,33.54989621144975,-117.62798626304166,MARGARTA_1_N002
CA,33.54989621144975,-117.62820173695833,MARGARTA_1_N008
CA,33.55007578845692,-117.62820173718225,MARGARTA_1_N009
CA,35.107547,-119.39815166,MARICOPA_6_N001
CA,37.50445799998627,-120.00773602136583,MARIPOS2_6_N001
CA,37.50445799998627,-120.00784997863418,MARIPOS2_6_N003
CA,38.369191999986,-120.79669245138386,MARTELL_6_N001
CA,38.02,-122.1666,MARTINEZ_1_N001
CA,41.05270199998445,-121.40878106361407,MCARTHR_6_N001
CA,41.05270199998445,-121.40890093638593,MCARTHR_6_N002
CA,41.0299999999845,-121.42594007894823,MCARTHR_6_N003
CA,36.61141783540495,-119.63969766,MCCALL_1_N026
CA,36.61133708228342,-119.63963891745578,MCCALL_1_N030
CA,36.61133708228342,-119.63975508254421,MCCALL_1_N093
PGE,44.95609688994023,-123.03136466,MCCL_LNODEBR1
PGE,44.95601605501092,-123.03129804918076,MCCL_LNODEBR2
PGE,44.95601605501092,-123.03142995081924,MCCL_LNODEBR3
CA,37.93693288402067,-121.52832945017715,MCDISLE_6_N001
CA,35.688444,-119.27683566,MCFRLND_6_N001
CA,35.765833,-117.38138966,MCGEN_7_B1
PGE,45.519139999982244,-122.42311611025427,MCGL_LNODEWR1
PGE,45.519139999982244,-122.42324388974573,MCGL_LNODEWR2
CA,37.366407204044364,-121.84378966,MCKEE_1_N001
CA,37.36632589796316,-121.8437299363796,MCKEE_1_N005
CA,37.36632589796316,-121.84384806362041,MCKEE_1_N101
CA,36.592775,-119.98906566,MCMULLN1_2_N001
PGE,44.882736,-122.97995866,MCRK_LNODEWR1
CA,37.53549999998638,-121.85614999142507,MCSNCK1_7_B1
CA,37.53549999998638,-121.85626400857495,MCSNCK2_7_B1
PGE,44.97006199998244,-122.97294353155547,MDGR_LNODEWR1
PGE,44.97006199998244,-122.97307046844466,MDGR_LNODEWR2
CA,37.93693288402067,-121.52844854982285,MDLRIVR_6_N001
CA,35.4028789574524,-119.45502766,MDWYPS_6_N001
PGE,45.50411599998217,-122.52064212650336,MDWY_LNODEWR1
PGE,45.50411599998217,-122.52076987349663,MDWY_LNODEWR2
CA,37.2400902586168,-121.77988662490466,MECCTG1_7_B1
CA,37.239909741275135,-121.77988662517619,MECCTG1_7_N100
CA,37.239909741275135,-121.78011337482384,MECCTG2_7_B2
CA,37.2400902586168,-121.78011337509535,MECCTG2_7_N100
CA,37.24,-121.7766,MECSTG3_7_B1
CA,37.963141225082815,-122.05236166,MEDWLNE_1_N001
CA,37.963059887443606,-122.05230143651556,MEDWLNE_1_N002
CA,37.963059887443606,-122.05242056348443,MEDWLNE_1_N006
CA,33.206560573300976,-117.25285494469412,MELROSE_6_N001
CA,33.20638142660739,-117.25285494491321,MELROSE_6_N004
CA,33.20638142660739,-117.25306905508678,MELROSE_6_N005
CA,33.206560573300976,-117.2530690553059,MELROSE_6_N009
CA,37.4330313740754,-122.20260718789906,MENLO_6_N001
CA,37.43285062581547,-122.20260718817397,MENLO_6_N002
CA,37.43285062581547,-122.2028348118261,MENLO_6_N003
CA,37.4330313740754,-122.20283481210093,MENLO_6_N004
CA,37.27292328168154,-120.48675154649396,MERCEDFL_7_N001
CA,37.27274271821013,-120.48675154676607,MERCEDFL_7_N002
CA,37.27274271821013,-120.48697845323396,MERCED_1_N001
CA,37.27292328168154,-120.48697845350604,MERCED_1_N002
CA,37.225299,-121.74418266,MERIDIAN_6_N101
CA,35.008543,-120.45314266,MESA-PGE_1_N036
CA,34.037454,-118.10926566,MESACAL_6_N001
CA,34.035509,-118.11118566,MESACAL_6_N004
CA,32.829628731503114,-117.15726366,MESAHGTS_6_N001
CA,32.82954813423625,-117.15720762268286,MESAHGTS_6_N007
CA,32.82954813423625,-117.15731837731715,MESAHGTS_6_N011
CA,32.90498753633711,-117.17294735480385,MESARIM_6_N001
CA,32.90480846357245,-117.17294735501956,MESARIM_6_N007
CA,32.90480846357245,-117.17316064498057,MESARIM_6_N008
CA,32.90498753633711,-117.17316064519616,MESARIM_6_N012
CA,37.22435199998651,-121.74197733145253,METCALF_1_N018
CA,37.22435199998651,-121.74209066854746,METCALF_1_N044
CA,38.078067,-121.286766,METTLER_6_N001
CA,34.307807,-117.32308966,MHVSPHN_1_N101
CA,38.052745,-120.21726866,MI-WUK_1_N001
CA,38.7527889999859,-122.60852945612646,MIDDLTWN_6_N002
CA,38.7527889999859,-122.60864454387355,MIDDLTWN_6_N101
CA,39.02999999998579,-120.60994234065528,MIDLFORK_7_B1
CA,39.02999999998579,-120.61005765934473,MIDLFORK_7_B3
CA,35.402798021260196,-119.4549696713865,MIDWAY_1_N002
CA,35.402798021260196,-119.45508432861352,MIDWAY_1_N047
CA,37.605189,-122.39104566,MILLBRAE_1_N001
CA,37.60518899994505,-122.39093085578821,MILLBRAE_1_N004
CA,37.605098571030894,-122.39104566,MILLBRAE_1_N007
CA,37.60518899994505,-122.39115914421187,MILLBRAE_1_N201
CA,37.6052794289691,-122.39104566,MILLBRAE_6_N001
CA,37.81,-121.166,MILLER_1_N001
CA,37.415395,-121.88856466,MILPITAS_1_N001
CA,37.41539499994551,-121.88845022518517,MILPITAS_1_N003
CA,37.41530463419468,-121.88856466,MILPITAS_1_N005
CA,37.41539499994551,-121.88867777481492,MILPITAS_1_N006
CA,37.41548536580532,-121.88856466,MILPITAS_1_N008
LADWP,38.5357,-112.93566,MIL_PP_GNODE1
LADWP,38.535699999943795,-112.9348850234894,MIL_PP_GNODE2
LADWP,38.535610063003055,-112.93488502363314,MIL_PP_GNODE3
LADWP,38.53554646803376,-112.93496632423167,MIL_PP_GNODE4
LADWP,38.53553125949699,-112.93507964465617,MIL_PP_GNODE5
LADWP,38.53556240927405,-112.93518750445254,MIL_PP_GNODE6
LADWP,38.53562800195696,-112.93526616830486,MIL_PP_GNODE7
LADWP,38.535713000145314,-112.93530374494766,MIL_PP_LNODESS1
CA,38.489406,-122.89426166,MIRABEL_6_N001
CA,34.004371186293284,-117.565067210018,MIRALOMA_6_N001
CA,34.00419081361097,-117.56506721024904,MIRALOMA_6_N002
CA,34.00419081361097,-117.56528478975099,MIRALOMA_6_N007
CA,32.89408253805123,-117.13552936589245,MIRAMAR_6_N001
CA,32.89390346185827,-117.13552936610866,MIRAMAR_6_N004
CA,32.89390346185827,-117.13574263389266,MIRAMAR_6_N017
CA,32.89408253805123,-117.13574263410757,MIRAMREF_7_B1
CA,32.78426956725102,-117.13747273169393,MISSION_2_N035
CA,32.784191999954906,-117.13741946348074,MISSION_6_N001
CA,32.78411443272647,-117.13747273178681,MISSION_6_N031
CA,32.78411443272647,-117.1375792682132,MISSION_6_N040
CA,32.784191999954906,-117.13763253651926,MISSION_6_N049
CA,32.78426956725102,-117.13757926830608,MISSON_1_N015
LADWP,34.0434902173762,-118.24599112234871,MKT_SUB_LNODEONA
LADWP,34.04330978252786,-118.24599112258036,MKT_SUB_LNODEONB
